"plot";"abbr";"layer";"cov";"comment";"determined";"history"
"Exner2004:18";"abie abie abie";"ml";"+";"Abietinella abietina";;" | Changed abie abie To abie abie abie 2012-11-12 08:56:31"
"Exner2004:18";"achi mill aggr";"hl";"+";"Achillea millefolium agg.";;
"Exner2004:18";"alli lusi";"hl";"2";"Allium senescens";;
"Exner2004:18";"anth vuln slat";"hl";"+";"Anthyllis vulneraria";;
"Exner2004:18";"arte absi";"hl";"1";"Artemisia absinthium";;
"Exner2004:18";"arte camp";"hl";"+";"Artemisia campestris";;
"Exner2004:18";"aspl ruta";"hl";"+";"Asplenium ruta-muraria";;
"Exner2004:18";"cent scab slat";"hl";"+";"Centaurea scabiosa";;
"Exner2004:18";"clin acin";"hl";"+";"Acinos alpinus";;
"Exner2004:18";"dian sylv";"hl";"1";"Dianthus sylvestris";;
"Exner2004:18";"erys sylv";"hl";"+";"Erysimum sylvestre";;
"Exner2004:18";"euph cypa";"hl";"1";"Euphorbia cyparissias";;
"Exner2004:18";"fest stri sulc";"hl";"1";"Festuca  rupicola";;
"Exner2004:18";"gali moll aggr";"hl";"1";"Galium mollugo agg.";;
"Exner2004:18";"hier pilo ella";"hl";"+";"Hieracium pilosella";;
"Exner2004:18";"hylo maxi";"hl";"+";"Sedum maximum";;
"Exner2004:18";"jovi glob aren";"hl";"1";"Jovibarba arenaria";;
"Exner2004:18";"juni sabi";"hl";"2";"Juniperus sabina";;
"Exner2004:18";"koel pyra pyra";"hl";"1";"Koeleria pyramidata auct.";;
"Exner2004:18";"phle phle";"hl";"+";"Phleum phleoides";;
"Exner2004:18";"pimp saxi slat";"hl";"+";"Pimpinella saxifraga agg.";;
"Exner2004:18";"poa moli";"hl";"1";"Poa molineri";;
"Exner2004:18";"pote vern aggr";"hl";"2";"Potentilla verna agg.";;
"Exner2004:18";"ribe uvac slat";"hl";"+";"Ribes uva-crispa";;
"Exner2004:18";"rosa vosa aggr";"hl";"+";"Rosa dumalis s. lat.";;
"Exner2004:18";"salv prat prat";"hl";"+";"Salvia pratensis";;
"Exner2004:18";"scab colu";"hl";"+";"Scabiosa columbaria";;
"Exner2004:18";"sedu albu";"hl";"2";"Sedum album";;
"Exner2004:18";"sedu sexa";"hl";"+";"Sedum sexangulare";;
"Exner2004:18";"semp arac";"hl";"1";"Sempervivum arachnoideum";;
"Exner2004:18";"semp wulf";"hl";"+";"Sempervivum wulfenii";;
"Exner2004:18";"sese annu";"hl";"+";"Seseli annuum";;
"Exner2004:18";"sile nuta nuta";"hl";"+";"Silene nutans s. lat.";;
"Exner2004:18";"teuc mont";"hl";"+";"Teucrium montanum";;
"Exner2004:18";"thal minu slat";"hl";"+";"Thalictrum minus agg.";;
"Exner2004:18";"thym prae slat";"hl";"2";"Thymus praecox agg.";;
"Exner2004:18";"tort tort";"ml";"2";"Tortella tortuosa";;
"Exner2004:18";"trif medi medi";"hl";"+";"Trifolium medium";;
"Exner2004:18";"trif mont mont";"hl";"+";"Trifolium montanum";;
"Exner2004:18";"verb lych";"hl";"+";"Verbascum lychnitis";;
"Exner2004:19";"abie abie abie";"ml";"+";"Abietinella abietina";;" | Changed abie abie To abie abie abie 2012-11-12 08:56:31"
"Exner2004:19";"achi mill aggr";"hl";"+";"Achillea millefolium agg.";;
"Exner2004:19";"alli lusi";"hl";"+";"Allium senescens";;
"Exner2004:19";"anth vuln slat";"hl";"+";"Anthyllis vulneraria";;
"Exner2004:19";"arte camp";"hl";"+";"Artemisia campestris";;
"Exner2004:19";"aspl sept sept";"hl";"+";"Asplenium septentrionale";;
"Exner2004:19";"aste alpi";"hl";"+";"Aster  alpinus";;
"Exner2004:19";"brac pinn aggr";"hl";"+";"Brachypodium pinnatum agg.";;
"Exner2004:19";"cala vari";"hl";"+";"Calamagrostis varia";;
"Exner2004:19";"camp spic";"hl";"+";"Campanula spicata";;
"Exner2004:19";"card defl slat";"hl";"+";"Carduus defloratus agg.";;
"Exner2004:19";"carl acau slat";"hl";"+";"Carlina acaulis";;
"Exner2004:19";"caru carv";"hl";"+";"Carum carvi";;
"Exner2004:19";"cera arve slat";"hl";"+";"Cerastium arvense";;
"Exner2004:19";"clin acin";"hl";"+";"Acinos alpinus";;
"Exner2004:19";"clin vulg vulg";"hl";"+";"Clinopodium vulgare";;
"Exner2004:19";"dian sylv";"hl";"+";"Dianthus sylvestris";;
"Exner2004:19";"erys sylv";"hl";"+";"Erysimum sylvestre";;
"Exner2004:19";"euph cypa";"hl";"1";"Euphorbia cyparissias";;
"Exner2004:19";"euph sali";"hl";"+";"Euphrasia salisburgensis";;
"Exner2004:19";"fest stri sulc";"hl";"1";"Festuca  rupicola";;
"Exner2004:19";"gali moll aggr";"hl";"1";"Galium mollugo agg.";;
"Exner2004:19";"heli numm slat";"hl";"+";"Helianthemum nummularium agg.";;
"Exner2004:19";"hier pilo ella";"hl";"+";"Hieracium pilosella";;
"Exner2004:19";"jovi glob aren";"hl";"+";"Jovibarba arenaria";;
"Exner2004:19";"juni sabi";"hl";"4";"Juniperus sabina";;
"Exner2004:19";"koel pyra pyra";"hl";"1";"Koeleria pyramidata auct.";;
"Exner2004:19";"lase lati lati";"hl";"+";"Laserpitium  latifolium";;
"Exner2004:19";"linu cath";"hl";"+";"Linum catharticum";;
"Exner2004:19";"orig vulg";"hl";"+";"Origanum vulgare";;
"Exner2004:19";"pedi tube";"hl";"+";"Pedicularis tuberosa";;
"Exner2004:19";"phyt beto";"hl";"+";"Phyteuma betonicifolia";;
"Exner2004:19";"plan lanc";"hl";"+";"Plantago lanceolata";;
"Exner2004:19";"poa glau";"hl";"1";"Poa glauca";;
"Exner2004:19";"poa moli";"hl";"1";"Poa molineri";;
"Exner2004:19";"poly odor";"hl";"+";"Polygonatum odoratum";;
"Exner2004:19";"poly vulg";"hl";"+";"Polypodium vulgare agg.";;
"Exner2004:19";"popu trem";"hl";"+";"Populus tremula";;
"Exner2004:19";"pote vern aggr";"hl";"1";"Potentilla verna agg.";;
"Exner2004:19";"raco cane slat";"ml";"+";"Racomitrium canescens";;" | Changed raco cane To raco cane slat 2012-11-12 08:56:31"
"Exner2004:19";"rhin aris aggr";"hl";"+";"Rhinanthus aristatus agg.";;
"Exner2004:19";"rosa vosa aggr";"hl";"+";"Rosa dumalis s. lat.";;
"Exner2004:19";"saxi pani";"hl";"1";"Saxifraga paniculata";;
"Exner2004:19";"scab colu";"hl";"+";"Scabiosa columbaria";;
"Exner2004:19";"schi apoc";"ml";"1";"Schistidium apocarpum";;
"Exner2004:19";"sedu albu";"hl";"1";"Sedum album";;
"Exner2004:19";"semp arac";"hl";"1";"Sempervivum arachnoideum";;
"Exner2004:19";"semp mont";"hl";"+";"Sempervivum montanum";;
"Exner2004:19";"sile nuta nuta";"hl";"+";"Silene nutans s. lat.";;
"Exner2004:19";"sile vulg vulg";"hl";"+";"Silene vulgaris";;
"Exner2004:19";"thal minu slat";"hl";"+";"Thalictrum minus agg.";;
"Exner2004:19";"thes alpi";"hl";"+";"Thesium alpinum";;
"Exner2004:19";"thym prae slat";"hl";"1";"Thymus praecox agg.";;
"Exner2004:19";"tort rura";"ml";"+";"Tortula ruralis";;
"Exner2004:19";"tort tort";"ml";"1";"Tortella tortuosa";;
"Exner2004:19";"trif mont mont";"hl";"+";"Trifolium montanum";;
"Exner2004:19";"trif prat prat";"hl";"+";"Trifolium pratense";;
"Exner2004:19";"trif repe repe";"hl";"+";"Trifolium repens";;
"Exner2004:19";"vale trip";"hl";"+";"V. tripteris";;
"Exner2004:19";"verb lych";"hl";"+";"Verbascum lychnitis";;
"Exner2004:19";"vero cham slat";"hl";"+";"Veronica chamaedrys agg.";;
"Exner2004:19";"vero frut cans";"hl";"+";"Veronica fruticans";;
"Exner2004:20";"abie abie abie";"ml";"+";"Abietinella abietina";;" | Changed abie abie To abie abie abie 2012-11-12 08:56:31"
"Exner2004:20";"achi mill aggr";"hl";"+";"Achillea millefolium agg.";;
"Exner2004:20";"agro capi";"hl";"+";"Agrostis capillaris";;
"Exner2004:20";"arab hirs aggr";"hl";"+";"Arabis hirsuta agg.";;
"Exner2004:20";"aren serp";"hl";"+";"Arenaria serpyllifolia agg.";;
"Exner2004:20";"berb vulg";"hl";"1";"Berberis vulgaris";;
"Exner2004:20";"brac pinn aggr";"hl";"2";"Brachypodium pinnatum agg.";;
"Exner2004:20";"briz medi";"hl";"1";"Briza media";;
"Exner2004:20";"cala vari";"hl";"2";"Calamagrostis varia";;
"Exner2004:20";"care cary";"hl";"1";"Carex caryophyllea";;
"Exner2004:20";"care orni slat";"hl";"1";"Carex ornithopoda agg.";;
"Exner2004:20";"carl acau slat";"hl";"1";"Carlina acaulis";;
"Exner2004:20";"cera arve slat";"hl";"+";"Cerastium arvense";;
"Exner2004:20";"clin acin";"hl";"1";"Acinos alpinus";;
"Exner2004:20";"clin vulg vulg";"hl";"+";"Clinopodium vulgare";;
"Exner2004:20";"dian sylv";"hl";"1";"Dianthus sylvestris";;
"Exner2004:20";"erys sylv";"hl";"+";"Erysimum sylvestre";;
"Exner2004:20";"euph cypa";"hl";"2";"Euphorbia cyparissias";;
"Exner2004:20";"euph offi slat";"hl";"+";"Euphrasia offcinalis";;
"Exner2004:20";"fest rubr aggr";"hl";"1";"F. rubra agg.";;
"Exner2004:20";"fest stri sulc";"hl";"2";"Festuca  rupicola";;
"Exner2004:20";"frag vesc";"hl";"+";"Fragaria vesca";;
"Exner2004:20";"frax exce";"hl";"+";"Fraxinus excelsior";;
"Exner2004:20";"gali moll aggr";"hl";"+";"Galium mollugo agg.";;
"Exner2004:20";"gali pumi";"hl";"+";"Galium pusillum agg.";;
"Exner2004:20";"glob cord";"hl";"+";"Globularia cordifolia";;
"Exner2004:20";"gyps repe";"hl";"+";"Gypsophila repens";;
"Exner2004:20";"heli numm slat";"hl";"2";"Helianthemum nummularium agg.";;
"Exner2004:20";"hier pilo ella";"hl";"1";"Hieracium pilosella";;
"Exner2004:20";"juni comm comm";"hl";"+";"Juniperus communis";;
"Exner2004:20";"juni sabi";"hl";"2";"Juniperus sabina";;
"Exner2004:20";"koel pyra pyra";"hl";"2";"Koeleria pyramidata auct.";;
"Exner2004:20";"lari deci deci";"hl";"+";"Larix decidua";;
"Exner2004:20";"leon hisp slat";"hl";"+";"Leontodon hispidus";;
"Exner2004:20";"linu cath";"hl";"+";"Linum catharticum";;
"Exner2004:20";"lotu corn slat";"hl";"1";"Lotus corniculatus agg.";;
"Exner2004:20";"medi lupu";"hl";"+";"Medicago lupulina";;
"Exner2004:20";"phle phle";"hl";"+";"Phleum phleoides";;
"Exner2004:20";"pice abie";"hl";"+";"Picea abies";;
"Exner2004:20";"pimp saxi slat";"hl";"1";"Pimpinella saxifraga agg.";;
"Exner2004:20";"plan lanc";"hl";"+";"Plantago lanceolata";;
"Exner2004:20";"plan medi";"hl";"+";"Plantago media";;
"Exner2004:20";"poa moli";"hl";"1";"Poa molineri";;
"Exner2004:20";"poly cham";"hl";"+";"Polygala chamaebuxus";;
"Exner2004:20";"pote vern aggr";"hl";"1";"Potentilla verna agg.";;
"Exner2004:20";"prun vulg";"hl";"+";"Prunella vulgaris";;
"Exner2004:20";"ranu bulb";"hl";"+";"Ranunculus bulbosus";;
"Exner2004:20";"rham cath";"hl";"+";"Rhamnus cathartica";;
"Exner2004:20";"ribe uvac slat";"hl";"+";"Ribes uva-crispa";;
"Exner2004:20";"rosa vosa aggr";"hl";"+";"Rosa dumalis s. lat.";;
"Exner2004:20";"semp arac";"hl";"+";"Sempervivum arachnoideum";;
"Exner2004:20";"sese annu";"hl";"+";"Seseli annuum";;
"Exner2004:20";"sile nuta nuta";"hl";"+";"Silene nutans s. lat.";;
"Exner2004:20";"tara spec ies";"hl";"+";"Taraxacum sp.";;
"Exner2004:20";"teuc mont";"hl";"1";"Teucrium montanum";;
"Exner2004:20";"thal minu slat";"hl";"+";"Thalictrum minus agg.";;
"Exner2004:20";"thym prae slat";"hl";"1";"Thymus praecox agg.";;
"Exner2004:20";"trif mont mont";"hl";"1";"Trifolium montanum";;
"Exner2004:20";"trif prat prat";"hl";"+";"Trifolium pratense";;
"Exner2004:20";"vero cham slat";"hl";"+";"Veronica chamaedrys agg.";;
"Exner2004:20";"viol coll";"hl";"+";"Viola collina";;
"Morton1947:1158a";"acer pseu";"sl";"1";;;
"Morton1947:1158a";"amel oval";"hl";"1";;;
"Morton1947:1158a";"anth ramo";"hl";"1";;;
"Morton1947:1158a";"buph sali";"hl";"1";;;
"Morton1947:1158a";"card defl viri";"hl";"1";"Carduus glaucum defloratum";;
"Morton1947:1158a";"care flac";"hl";"1";;;
"Morton1947:1158a";"cent scab slat";"hl";"1";;;
"Morton1947:1158a";"clem vita";"hl";"1";;;
"Morton1947:1158a";"clin acin";"hl";"1";;;
"Morton1947:1158a";"clin vulg vulg";"hl";"1";;;
"Morton1947:1158a";"cory avel";"sl";"2";;;
"Morton1947:1158a";"dian cart lati";"hl";"2";"Dianthus carthusianorum var. alpestris";;
"Morton1947:1158a";"euph cypa";"hl";"1";;;
"Morton1947:1158a";"glob cord";"hl";"2";;;
"Morton1947:1158a";"gyps repe";"hl";"1";;;
"Morton1947:1158a";"hier glau cum";"hl";"2";"Hieracium glaucum var. nipholepium";;
"Morton1947:1158a";"jovi glob hirt";"hl";"2";"Sempervivum hirtum";;
"Morton1947:1158a";"juni sabi";"hl";"2";;;
"Morton1947:1158a";"kern saxa";"hl";"1";;;
"Morton1947:1158a";"lari deci deci";"hl";"1";;;
"Morton1947:1158a";"lase lati lati";"hl";"2";;;
"Morton1947:1158a";"ligu vulg";"hl";"2";;;
"Morton1947:1158a";"loni xylo";"hl";"1";;;
"Morton1947:1158a";"poly odor";"hl";"2";"Polygonatum officinale";;
"Morton1947:1158a";"prim auri slat";"hl";"2";;;
"Morton1947:1158a";"rham cath";"hl";"1";;;
"Morton1947:1158a";"rham pumi";"hl";"2";;;
"Morton1947:1158a";"rham saxa saxa";"hl";"2";;;
"Morton1947:1158a";"rosa vill";"hl";"1";"Roasa pomifera";;
"Morton1947:1158a";"salv vert";"hl";"1";;;
"Morton1947:1158a";"sedu albu";"hl";"2";;;
"Morton1947:1158a";"sese aust";"hl";"2";;;
"Morton1947:1158a";"sesl caer";"hl";"1";;;
"Morton1947:1158a";"sorb aria aggr";"hl";"1";;;
"Morton1947:1158a";"taxu bacc";"hl";"1";;;
"Morton1947:1158a";"teuc mont";"hl";"2";;;
"Morton1947:1158a";"thal minu slat";"hl";"1";;;
"Morton1947:1158a";"vibu lant";"sl";"1";;;
"Morton1947:1159";"anth ramo";"hl";"1";;;
"Morton1947:1159";"berb vulg";"hl";"2";;;
"Morton1947:1159";"buph sali";"hl";"1";;;
"Morton1947:1159";"camp trac";"hl";"1";;;
"Morton1947:1159";"clin acin";"hl";"2";;;
"Morton1947:1159";"dian cart lati";"hl";"2";;;
"Morton1947:1159";"gali aust";"hl";"1";"Galium pumilum var. austriacum";;
"Morton1947:1159";"gali moll aggr";"hl";"1";"Galium mollugo var. erectum";;
"Morton1947:1159";"hier glau cum";"hl";"3";;;
"Morton1947:1159";"juni sabi";"hl";"2";;;
"Morton1947:1159";"medi lupu";"hl";"1";;;
"Morton1947:1159";"orig vulg";"hl";"2";;;
"Morton1947:1159";"rhin glac";"hl";"3";"Rhinanthus angustifolius";;
"Morton1947:1159";"salv vert";"hl";"2";;;
"Morton1947:1159";"sang offi";"hl";"1";;;
"Morton1947:1159";"sile nuta nuta";"hl";"1";;;
"Morton1947:1159";"sile vulg vulg";"hl";"1";"Silene inflata";;
"Morton1947:1159";"teuc mont";"hl";"1";;;
"Morton1947:1159";"thal minu slat";"hl";"1";;;
"Morton1947:1159";"vinc hiru";"hl";"1";"Cynanchum laxum";;
"Morton1947:1170a";"alli lusi";"hl";"2";;;
"Morton1947:1170a";"aspl ruta";"hl";"2";;;
"Morton1947:1170a";"camp trac";"hl";"1";;;
"Morton1947:1170a";"card defl viri";"hl";"1";"Carduus glaucus-defloratus";;
"Morton1947:1170a";"corn sang slat";"hl";"1";;;
"Morton1947:1170a";"cycl purp";"hl";"1";;;
"Morton1947:1170a";"euon lati";"hl";"1";;;
"Morton1947:1170a";"euph cypa";"hl";"1";;;
"Morton1947:1170a";"fran alnu";"hl";"1";;;
"Morton1947:1170a";"gali trun";"hl";"1";;;
"Morton1947:1170a";"glob cord";"hl";"3";;;
"Morton1947:1170a";"hell nige";"hl";"1";;;
"Morton1947:1170a";"hipp como";"hl";"1";;;
"Morton1947:1170a";"juni sabi";"hl";"4";;;
"Morton1947:1170a";"lase lati lati";"hl";"1";;;
"Morton1947:1170a";"ligu vulg";"hl";"1";;;
"Morton1947:1170a";"meli cili";"hl";"3";;;
"Morton1947:1170a";"orig vulg";"hl";"2";;;
"Morton1947:1170a";"poly odor";"hl";"2";;;
"Morton1947:1170a";"pote caul";"hl";"2";;;
"Morton1947:1170a";"rham cath";"hl";"1";;;
"Morton1947:1170a";"rham pumi";"hl";"1";;;
"Morton1947:1170a";"sedu albu";"hl";"2";;;
"Morton1947:1170a";"teuc mont";"hl";"2";;;
"Morton1947:1170a";"vibu lant";"hl";"1";;;
"Morton1947:453";"achi mill aggr";"hl";"1";;;
"Morton1947:453";"alli lusi";"hl";"2";;;
"Morton1947:453";"anth ramo";"hl";"1";;;
"Morton1947:453";"arab aren";"hl";"1";;;
"Morton1947:453";"aspl ruta";"hl";"1";;;
"Morton1947:453";"aspl tric slat";"hl";"1";;;
"Morton1947:453";"berb vulg";"sl";"1";;;
"Morton1947:453";"buph sali";"hl";"3";;;
"Morton1947:453";"camp rotu";"hl";"1";;;
"Morton1947:453";"camp trac";"hl";"1";;;
"Morton1947:453";"card defl viri";"hl";"1";;;
"Morton1947:453";"clin acin";"hl";"1";"Saturea alpina";;
"Morton1947:453";"clin gran";"hl";"2";"Calamintha nepetoides";;
"Morton1947:453";"dian cart cart";"hl";"1";"Dianthus carthusianorum";;
"Morton1947:453";"digi gran";"hl";"1";;;
"Morton1947:453";"echi vulg";"hl";"1";;;
"Morton1947:453";"epip hell slat";"hl";"1";;;
"Morton1947:453";"erig acri slat";"hl";"1";;;
"Morton1947:453";"erys sylv";"hl";"1";;;
"Morton1947:453";"euph cypa";"hl";"1";;;
"Morton1947:453";"euph sali";"hl";"2";;;
"Morton1947:453";"frag vesc";"hl";"1";;;
"Morton1947:453";"gali moll aggr";"hl";"1";"Galium erectum";;
"Morton1947:453";"glob cord";"hl";"3";;;
"Morton1947:453";"hell nige";"hl";"1";;;
"Morton1947:453";"hier pilo ella";"hl";"1";;;
"Morton1947:453";"jovi glob hirt";"hl";"3";"Sempervivum hirtum";;
"Morton1947:453";"juni comm comm";"hl";"1";;;
"Morton1947:453";"juni sabi";"hl";"1";;;
"Morton1947:453";"leon hisp slat";"hl";"1";;;
"Morton1947:453";"lina vulg";"hl";"1";;;
"Morton1947:453";"medi lupu";"hl";"1";;;
"Morton1947:453";"meli cili";"hl";"1";;;
"Morton1947:453";"orig vulg";"hl";"4";;;
"Morton1947:453";"pice abie";"sl";"2";;;
"Morton1947:453";"pice abie";"tl1";"1";;;
"Morton1947:453";"poly cham";"hl";"1";;;
"Morton1947:453";"pote caul";"hl";"1";;;
"Morton1947:453";"salv glut";"hl";"1";;;
"Morton1947:453";"salv vert";"hl";"1";;;
"Morton1947:453";"scab colu";"hl";"1";;;
"Morton1947:453";"sedu albu";"hl";"2";;;
"Morton1947:453";"sesl caer";"hl";"4";;;
"Morton1947:453";"sile nuta nuta";"hl";"1";;;
"Morton1947:453";"stac rect rect";"hl";"1";;;
"Morton1947:453";"teuc cham";"hl";"1";;;
"Morton1947:453";"teuc mont";"hl";"1";;;
"Morton1947:453";"vacc viti";"hl";"1";;;
"Morton1947:453";"verb chai aust";"hl";"1";;;
"Morton1947:453";"vinc hiru";"hl";"1";;;
"Morton1947:453a";"alli lusi";"hl";"2";;;
"Morton1947:453a";"aspl tric slat";"hl";"1";;;
"Morton1947:453a";"buph sali";"hl";"1";;;
"Morton1947:453a";"erig acri slat";"hl";"1";;;
"Morton1947:453a";"gyps repe";"hl";"1";"Helisperma quadrifidum";;
"Morton1947:453a";"juni sabi";"hl";"2";;;
"Morton1947:453a";"salv glut";"hl";"1";;;
"Morton1947:453a";"scab colu";"hl";"1";;;
"Morton1947:453a";"sesl caer";"hl";"4";;;
"Morton1947:453a";"sile nuta nuta";"hl";"1";;;
"Morton1947:453a";"vinc hiru";"hl";"2";;;
"Morton1947:456";"alnu alno alno";"hl";"1";;;
"Morton1947:456";"amel oval";"sl";"1";;;
"Morton1947:456";"ante dioi";"hl";"1";;;
"Morton1947:456";"aren serp";"hl";"1";"Arenaria serpyllifolia var. viscidula";;
"Morton1947:456";"berb vulg";"hl";"1";;;
"Morton1947:456";"buph sali";"hl";"1";;;
"Morton1947:456";"cala vari";"hl";"3";;;
"Morton1947:456";"camp coch";"hl";"1";;;
"Morton1947:456";"camp rapu rapu";"hl";"1";;;
"Morton1947:456";"camp trac";"hl";"1";;;
"Morton1947:456";"card defl viri";"hl";"1";;;
"Morton1947:456";"care alba";"hl";"3";;;
"Morton1947:456";"care flac";"hl";"3";;;
"Morton1947:456";"carl vulg vulg";"hl";"1";"Carlina corymbosa";;
"Morton1947:456";"chlo stat";"hl";"1";;;
"Morton1947:456";"clin acin";"hl";"1";;;
"Morton1947:456";"eric carn";"hl";"3";;;
"Morton1947:456";"euph sali";"hl";"1";;;
"Morton1947:456";"gali aust";"hl";"1";;;
"Morton1947:456";"gali moll aggr";"hl";"1";"Galium erectum";;
"Morton1947:456";"glob cord";"hl";"5";;;
"Morton1947:456";"gymn robe";"hl";"1";"Nephrodium robertianum";;
"Morton1947:456";"hell nige";"hl";"1";;;
"Morton1947:456";"hier muro";"hl";"1";;;
"Morton1947:456";"hipp como";"hl";"1";;;
"Morton1947:456";"juni sabi";"hl";"1";;;
"Morton1947:456";"lari deci deci";"hl";"1";;;
"Morton1947:456";"lari deci deci";"sl";"1";;;
"Morton1947:456";"lotu corn slat";"hl";"1";;;
"Morton1947:456";"peta para";"hl";"5";;;
"Morton1947:456";"pice abie";"sl";"1";;;
"Morton1947:456";"pinu mugo";"hl";"4";;;
"Morton1947:456";"pinu sylv";"sl";"1";;;
"Morton1947:456";"pote erec";"hl";"1";;;
"Morton1947:456";"rhod hirs";"hl";"1";;;
"Morton1947:456";"rubu saxa";"hl";"1";;;
"Morton1947:456";"rume scut";"hl";"1";;;
"Morton1947:456";"sali appe";"hl";"1";"Salix grandifolia";;
"Morton1947:456";"sali glab";"hl";"1";;;
"Morton1947:456";"sali purp";"hl";"1";;;
"Morton1947:456";"scab luci luci";"hl";"1";;;
"Morton1947:456";"sesl caer";"hl";"1";;;
"Morton1947:456";"sorb aria aggr";"sl";"1";;;
"Morton1947:456";"teuc mont";"hl";"1";;;
"Morton1947:456";"thym prae poly";"hl";"1";"Thymus trachelianus";;
"Morton1947:456";"tofi caly";"hl";"1";;;
"Morton1947:456";"vacc viti";"hl";"1";;;
"Morton1947:456";"vinc hiru";"hl";"1";;;
"Morton1950:10/49";"amel oval";"hl";"1";;;
"Morton1950:10/49";"berb vulg";"hl";"1";;;
"Morton1950:10/49";"card defl viri";"hl";"+";;;
"Morton1950:10/49";"juni sabi";"hl";"1";;;
"Morton1950:10/49";"poly cham";"hl";"+";;;
"Morton1950:10/49";"pote caul";"hl";"+";;;
"Morton1950:10/49";"rham pumi";"hl";"+";;;
"Morton1950:10/49";"rosa glau";"hl";"1";"Rosa rubifolia";;
"Morton1950:10/49";"rosa pend";"hl";"1";;;
"Morton1950:10/49";"rosa vill";"hl";"1";"Rosa resinosa";;
"Morton1950:10/49";"teuc mont";"hl";"+";;;
"Morton1950:1322";"atha cret";"hl";"1";;;
"Morton1950:1322";"beto alop";"hl";"1";"Stachys jacquini";;
"Morton1950:1322";"dian plum blan";"hl";"1";"Dinathus blandus";;
"Morton1950:1322";"eric carn";"hl";"4";;;
"Morton1950:1322";"gymn robe";"hl";"1";"Nephrodium robertianum";;
"Morton1950:1322";"hell nige";"hl";"1";;;
"Morton1950:1322";"hier bupl";"hl";"1";"Hieracium bupleuroides var. schenkii Gris.";;
"Morton1950:1322";"juni sabi";"hl";"+";;;
"Morton1950:1322";"lase lati lati";"hl";"1";;;
"Morton1950:1322";"pice abie";"tl1";"2";;;
"Morton1950:1322";"pinu sylv";"tl1";"2";;;
"Morton1950:1322";"rubu saxa";"hl";"1";;;
"Morton1950:1322";"sorb aria aggr";"hl";"1";;;
"Morton1950:1322";"sorb cham";"hl";"1";;;
"Morton1950:1322";"teuc mont";"hl";"1";;;
"Morton1950:1322";"thel limb";"hl";"1";"Nephrodium oreopteris";;
"Morton1950:1322";"thes alpi";"hl";"1";;;
"Morton1950:1322";"vale mont";"hl";"1";;;
"Morton1950:1323";"alli lusi";"hl";"2";;;
"Morton1950:1323";"amel oval";"hl";"1";;;
"Morton1950:1323";"barb refl";"ml";"1";;;
"Morton1950:1323";"brac pinn";"hl";"2";;;
"Morton1950:1323";"buph sali";"hl";"1";;;
"Morton1950:1323";"card defl viri";"hl";"1";;;
"Morton1950:1323";"clem vita";"hl";"1";;;
"Morton1950:1323";"cory avel";"hl";"1";;;
"Morton1950:1323";"dian cart lati";"hl";"+";;;
"Morton1950:1323";"frag vesc";"hl";"1";;;
"Morton1950:1323";"frax exce";"hl";"1";;;
"Morton1950:1323";"glob cord";"hl";"1";;;
"Morton1950:1323";"hipp como";"hl";"+";;;
"Morton1950:1323";"hype perf";"hl";"1";;;
"Morton1950:1323";"jovi glob hirt";"hl";"1";;;
"Morton1950:1323";"juni sabi";"hl";"1";;;
"Morton1950:1323";"lesk poly";"ml";"1";;;
"Morton1950:1323";"lotu corn slat";"hl";"1";;;
"Morton1950:1323";"meli cili";"hl";"1";;;
"Morton1950:1323";"pinu sylv";"sl";"1";;;
"Morton1950:1323";"poly cham";"hl";"+";;;
"Morton1950:1323";"rhyt rugo";"ml";"1";;;
"Morton1950:1323";"rosa micr";"hl";"+";;;
"Morton1950:1323";"salv glut";"hl";"1";;;
"Morton1950:1323";"sedu albu";"hl";"1";;;
"Morton1950:1323";"sesl caer";"hl";"1";;;
"Morton1950:1323";"sile nuta nuta";"hl";"+";;;
"Morton1950:1323";"soli virg virg";"hl";"1";;;
"Morton1950:1323";"teuc mont";"hl";"2";;;
"Morton1950:1323";"thym prae poly";"hl";"1";"Thymus vallicola var. fritschii Ronn.";;
"Morton1950:1323";"tort tort";"ml";"1";;;
"Morton1950:1323";"vinc hiru";"hl";"1";;;
"Morton1950:1324";"alli lusi";"hl";"2";;;
"Morton1950:1324";"berb vulg";"hl";"1";;;
"Morton1950:1324";"frax exce";"hl";"1";;;
"Morton1950:1324";"gali moll aggr";"hl";"1";"Galium mollugo var. erectum";;
"Morton1950:1324";"juni sabi";"hl";"1";;;
"Morton1950:1324";"lesk poly";"ml";"1";;;
"Morton1950:1324";"leuc sciu";"ml";"1";;;
"Morton1950:1324";"meli cili";"hl";"1";;;
"Morton1950:1324";"pice abie";"hl";"1";;;
"Morton1950:1324";"rham cath";"hl";"1";;;
"Morton1950:1324";"rosa micr";"hl";"+";;;
"Morton1950:1324";"sedu albu";"hl";"1";;;
"Morton1950:1324";"sile nuta nuta";"hl";"1";;;
"Morton1950:1324";"thym pule pule";"hl";"1";"Thymus pulgoides var. pallens";;
"Morton1950:1327";"amel oval";"hl";"1";;;
"Morton1950:1327";"anth ramo";"hl";"1";;;
"Morton1950:1327";"aspl ruta";"hl";"1";;;
"Morton1950:1327";"barb rigi";"ml";"1";;;
"Morton1950:1327";"cala vari";"hl";"1";;;
"Morton1950:1327";"clem vita";"hl";"1";;;
"Morton1950:1327";"cory avel";"hl";"1";;;
